carbon,"064b4f90-9c73-49ea-8734-9b62bfd55471"
gondor,"c1afe5cc-47ab-4005-bc7b-9982aff79c88"
mordor,"96f85287-f927-4188-94c7-1ee3dd029d95"
rohan,"10d555a7-344d-4fab-bb52-2566edab8a11"
asgard,"eea1e10e-3f9d-4a06-a9d2-d9f257186345"
shire,"e2c36c6b-1744-41bd-9d45-44554c540be9"
warp,"09e33b4c-033a-4ee0-bcef-e266ab6d1e0d"
